Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-11-16 00:00:00-05:00,13.132410801829966,13.607959347793312,13.115961496704895,13.47411823272705,413776000,0.0,0.0
2020-11-17 00:00:00-05:00,13.51125464161276,13.55487130447838,13.263261943515142,13.381401062011719,312028000,0.0,0.0
2020-11-18 00:00:00-05:00,13.424270172885084,13.564342646765963,13.144873482628464,13.3878812789917,510924000,0.0,0.0
2020-11-19 00:00:00-05:00,13.172539700466864,13.44645330267934,13.06013278246462,13.399347305297852,565936000,0.0,0.0
2020-11-20 00:00:00-05:00,13.41305564926679,13.453432082968522,13.025238610680692,13.047920227050781,341088000,0.0,0.0
2020-11-23 00:00:00-05:00,13.131165767553133,13.341772215729872,12.975889493731826,13.100010871887207,361356000,0.0,0.0
2020-11-24 00:00:00-05:00,13.102503240666222,13.121943675569424,12.84578719687769,12.918315887451172,346500000,0.0,0.0
2020-11-25 00:00:00-05:00,12.992839233588224,13.22911749877967,12.980377464249663,13.194473266601562,259916000,0.0,0.0
2020-11-27 00:00:00-05:00,13.334295274837999,13.366696632376183,13.130417440912618,13.220890998840332,167276000,0.0,0.0
2020-11-30 00:00:00-05:00,13.224632804593725,13.371683976299058,12.932773332641062,13.360716819763184,286952000,0.0,0.0
2020-12-01 00:00:00-05:00,13.451189716731127,13.487578614111854,13.187992253312531,13.349250793457031,296948000,0.0,0.0
2020-12-02 00:00:00-05:00,13.30986985261737,13.631886804695778,13.193973604108402,13.503279685974121,283360000,0.0,0.0
2020-12-03 00:00:00-05:00,13.55014897913775,13.622449912344821,13.292360421202206,13.359175682067871,199520000,0.004,0.0
2020-12-04 00:00:00-05:00,13.41153082963285,13.522725063068174,13.351945473241651,13.520979881286621,202244000,0.0,0.0
2020-12-07 00:00:00-05:00,13.563862659736298,13.693505430627976,13.462891279477136,13.569347381591797,223244000,0.0,0.0
2020-12-08 00:00:00-05:00,13.54765666743571,13.561368946586121,13.244990773853777,13.313302993774414,271920000,0.0,0.0
2020-12-09 00:00:00-05:00,13.263942084587677,13.377129760231073,12.83288014662845,12.895208358764648,401300000,0.0,0.0
2020-12-10 00:00:00-05:00,12.833626362652886,13.032827240259751,12.814179233486414,12.936592102050781,207764000,0.0,0.0
2020-12-11 00:00:00-05:00,12.931606849028675,12.984212441190055,12.787753432046163,12.9774808883667,209264000,0.0,0.0
