Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,return_1d,return_3d,return_5d,return_10d,ema_5,ema_12,ema_26,ema_5_dist,ema_12_dist,ema_26_dist,vol_change_1d,vol_ma_5,vol_vs_ma5,rsi_14,c_body,c_range,c_upper_wick,c_lower_wick,c_body_to_range,c_direction,pattern_doji,pattern_spinning_top,pattern_hammer,pattern_hanging_man,pattern_inverted_hammer,pattern_shooting_star,pattern_bullish_marubozu,pattern_bearish_marubozu,pattern_bullish_engulfing,pattern_bearish_engulfing,pattern_piercing,pattern_dark_cloud_cover,pattern_bullish_harami,pattern_bearish_harami,pattern_morning_star,pattern_evening_star,pattern_three_white_soldiers,pattern_three_black_crows,pattern_inside_bar,pattern_outside_bar,pattern_struct_double_top,pattern_struct_double_bottom,pattern_struct_head_shoulders,pattern_struct_inverse_head_shoulders,pattern_struct_ascending_triangle,pattern_struct_descending_triangle,pattern_struct_sym_triangle,pattern_struct_rising_wedge,pattern_struct_falling_wedge,pattern_struct_bull_flag,pattern_struct_bear_flag,future_return_1d,signal,model_action,model_signal,proba_sell,proba_hold,proba_buy
2020-12-18 00:00:00-05:00,13.34222373459072,13.368152289041408,13.034572396275758,13.235518455505373,342064000,0.0,0.0,-0.005190718681039,-0.0066240111385083,0.0198836364801466,-0.0211126187130745,13.237837385251073,13.238853925241802,13.281397822128252,-0.0001751743640756,-0.0002519455048952,-0.0034544079800425,0.4783390381357397,251947200.0,1.3576812919532346,46.71870708657538,0.1067052790853466,0.3335798927656501,0.0259285544506884,0.200946059229615,0.3198792295323097,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0045394848573472,0,HOLD,0,0.23077446581443956,0.5268712193894716,0.24235431479608924
2020-12-21 00:00:00-05:00,13.038809031971192,13.33324736437437,12.931853636282476,13.29560089111328,302332000,0.0,0.0,0.0045394848573472,0.0067774213822078,0.001765770100383,-0.0201738188540163,13.25709188720514,13.247584227683568,13.28244990131233,0.002904785169763,0.0036245599653837,0.000990102721912,-0.1161537022311614,258382400.0,1.1700951767612655,48.62884446337672,0.256791859142087,0.4013937280918949,0.0376464732610912,0.1069553956887165,0.639750552064673,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0040502249120749,0,HOLD,0,0.23126683208243426,0.5471090082731158,0.22162415964444993
2020-12-22 00:00:00-05:00,13.282638382275874,13.300588554199456,13.018117291464907,13.241750717163086,185580000,0.0,0.0,-0.0040502249120749,-0.0047222888449474,-0.0061562562025844,-0.0053745659655999,13.251978163857787,13.246686764526572,13.279435146930904,-0.0007717675480779,-0.0003726250534363,-0.0028378036679163,-0.3861714935898284,256895200.0,0.7223957473709124,42.954947761800206,0.0408876651127876,0.282471262734548,0.0179501719235819,0.2236334256981784,0.1447498223959573,-1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.0202586506774009,-1,HOLD,0,0.3784321097504716,0.40256515588552494,0.21900273436400403
2020-12-23 00:00:00-05:00,13.219562343078223,13.238510170383538,12.969252823219774,12.973490715026855,179144000,0.0,0.0,-0.0202586506774009,-0.01979731593888,-0.0176135975072064,0.0060706546249018,13.15914901424748,13.204656603065075,13.256772596419491,-0.0141086858291224,-0.0175063914940857,-0.0213688421772542,-0.0346804612566009,248100800.0,0.7220613557070352,40.26177951750728,0.2460716280513679,0.269257347163764,0.0189478273053147,0.0042378918070813,0.9138901153241537,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0011915883711266,0,HOLD,0,0.20840404261789883,0.6385282383651323,0.153067719016969
2020-12-24 00:00:00-05:00,13.001412025804129,13.096400326484508,12.903183488228189,12.95803165435791,97884000,0.0,0.0,-0.0011915883711266,-0.0253895434677946,-0.0260472076922558,0.0016572059228008,13.092109894284292,13.166714303263976,13.234643637748263,-0.0102411483717316,-0.0158492577646598,-0.0209005992878715,-0.4536015719197963,221400800.0,0.4421122236234015,34.65189731772108,0.0433803714462186,0.193216838256319,0.0949883006803791,0.0548481661297213,0.2245165164573844,-1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0072148766942158,-1,HOLD,0,0.34724053613437195,0.39943991239982946,0.2533195514657992
2020-12-28 00:00:00-05:00,13.026594766213018,13.026594766213018,12.728167672465434,12.864541053771973,212564000,0.0,0.0,-0.0072148766942158,-0.0284863891073103,-0.0280289285969822,-0.008702609143986,13.01625361411352,13.120226111034436,13.207228631527798,-0.011655624178761,-0.0194878544850248,-0.0259469709593558,1.1715908626537537,195500800.0,1.087279438242708,31.245863433648463,0.162053712441045,0.2984270937475841,0.0,0.1363733813065391,0.5430261388334715,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033527685230136,0,HOLD,0,0.18653348206739911,0.5791265010011826,0.23434001693141843
2020-12-29 00:00:00-05:00,12.889473532385182,13.036568140483066,12.806950665901793,12.907672882080078,170372000,0.0,0.0,0.0033527685230136,-0.0050732554863235,-0.0291771701189142,-0.0274629201931411,12.98006003676904,13.087525614272227,13.185039316753894,-0.0055767966006249,-0.0137423022115055,-0.0210364510875119,-0.1984908074744548,169108800.0,1.0074697472869538,37.82733666688927,0.0181993496948962,0.2296174745812731,0.1288952584029878,0.082522866483389,0.0792594280033968,1.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156450734395119,1,BUY,1,0.29358928080579544,0.30132388672057936,0.4050868324736255
2020-12-30 00:00:00-05:00,12.954541407319397,13.177427290787712,12.86129923874275,13.109614372253418,225396000,0.0,0.0,0.0156450734395119,0.0116979740394853,-0.0099787669872384,-0.0160735913436635,13.023244815263832,13.09092388473087,13.179452283827931,0.006631953726951,0.001427743961169,-0.0052989995388663,0.3229638673021389,177072000.0,1.2729059365681756,57.39330150309595,0.1550729649340212,0.3161280520449612,0.0678129185342939,0.093242168576646,0.4905384508932033,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0069031756397498,-1,HOLD,0,0.3356308555318433,0.38005479549930643,0.28431434896885066
2020-12-31 00:00:00-05:00,13.1003924382276,13.114852247724388,12.879500873262884,13.019116401672363,192424000,0.0,0.0,-0.0069031756397498,0.0120156130913871,0.0035168396577076,-0.0141587020477271,13.021868677400011,13.079876579644946,13.167575551816409,-0.000211357969876,-0.0046453173776225,-0.0112746002147347,-0.1462847610427868,179728000.0,1.0706400783406036,52.75240164077378,0.081276036555236,0.2353513744615032,0.0144598094967882,0.1396155284094788,0.3453391200336096,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.004480742199429,0,HOLD,0,0.26976207677414604,0.4941948956311614,0.23604302759469287
2021-01-04 00:00:00-05:00,13.068227445369612,13.61497054888344,12.92686676972856,13.077451705932615,560640000,0.0,0.0,0.004480742199429,0.0131533255764673,0.0092159098511341,-0.0170713465590872,13.040396353577547,13.07950352215074,13.160899711380573,0.0028415817549059,-0.0001568726377611,-0.006340600360004,1.9135658753585831,272279200.0,2.0590629030788983,53.2960259393503,0.0092242605630037,0.6881037791548792,0.5375188429508242,0.1413606756410512,0.0134053333849333,1.0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222102106499508,1,BUY,1,0.3373473481388965,0.16105622775003756,0.5015964241110662
2021-01-05 00:00:00-05:00,13.063742702493483,13.406547847863411,13.051028075172898,13.367904663085938,322760000,0.0,0.0,0.0222102106499508,0.0197023561104279,0.0391279881038877,0.0100023439221981,13.149565790080343,13.123872928448463,13.176233411506898,0.0166042648473078,0.0185944908159305,0.0145467407560989,-0.424300799086758,294318400.0,1.096635480486439,53.16529083823633,0.3041619605924541,0.3555197726905135,0.0386431847774737,0.0127146273205855,0.8555416152823453,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.0589530881347458,-1,SELL,-1,0.37537056095705573,0.3292149107892437,0.29541452825370074
2021-01-06 00:00:00-05:00,13.186153937581938,13.20859212779039,12.551404137533453,12.579825401306152,580424000,0.0,0.0,-0.0589530881347458,-0.0337419980598515,-0.0253994258894708,-0.0538355126382853,12.959652327155617,13.040173308888107,13.132055040380916,-0.0293084194128861,-0.0353022844618318,-0.0420520350681339,0.7983145371173628,376328800.0,1.5423321308387772,33.458960164687824,0.606328536275786,0.6571879902569364,0.0224381902084509,0.0284212637726994,0.9226104938995214,-1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0578301576472817,1,BUY,1,0.24918110019181602,0.2530055263597896,0.49781337344839455
2021-01-07 00:00:00-05:00,12.931853514826674,13.34097644502276,12.851076798731109,13.307318687438965,461480000,0.0,0.0,0.0578301576472817,0.0175773527347127,0.0150808642856794,0.0049516088677681,13.075541113916731,13.081272597895932,13.145037532755586,0.0177260406665344,0.0172801298842584,0.0123454310631671,-0.2049260540570341,423545600.0,1.089563910001662,51.770455956947245,0.3754651726122908,0.4898996462916507,0.0336577575837946,0.0807767160955652,0.7664124182460954,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0050397259228442,-1,SELL,-1,0.4389437111620067,0.21915785671276714,0.34189843212522636
2021-01-08 00:00:00-05:00,13.325768310454082,13.384106839169371,13.006148952979984,13.240253448486328,292528000,0.0,0.0,-0.0050397259228442,-0.0095490817608914,0.016985564917874,0.0205621400838933,13.130445225439932,13.105731190294454,13.152090563550455,0.0083628712630127,0.0102643840498952,0.0067033362118267,-0.3661090404784606,443566400.0,0.6594908902026845,48.86238420024768,0.0855148619677539,0.3779578861893871,0.0583385287152893,0.2341044955063438,0.2262550011323329,-1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0259665275366027,1,BUY,1,0.3472707374180732,0.28479223728642344,0.3679370252955036
2021-01-11 00:00:00-05:00,13.381863973703096,13.922624053204572,13.325768975700742,13.584056854248049,518344000,0.0,0.0,0.0259665275366027,0.079828727419192,0.0387388276942066,0.0483117510891093,13.281649101709306,13.17931975397962,13.184088066565092,0.0227688406931202,0.0307100144638506,0.0303372357392908,0.7719466170759721,435107200.0,1.1913018217119826,55.61806553772856,0.2021928805449526,0.5968550775038306,0.3385671989565235,0.0560949980023544,0.3387637772816886,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100393740036099,-1,SELL,-1,0.43032487758708027,0.17943429097874752,0.3902408314341723
2021-01-12 00:00:00-05:00,13.714695193245172,13.716690501917393,13.308316058932354,13.447681427001951,291476000,0.0,0.0,-0.0100393740036099,0.0105477852345625,0.0059677837272664,0.0453292792018411,13.336993210140188,13.220606165213828,13.203613500671526,0.0082993381729854,0.0171758585764098,0.0184849341673029,-0.4376784529192968,428850400.0,0.6796682479484687,52.39253033523583,0.2670137662432204,0.4083744429850391,0.001995308672221,0.1393653680695976,0.6538454372694485,-1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0034855182457651,0,HOLD,0,0.30289171891178496,0.4650120926157879,0.23209618847242708
2021-01-13 00:00:00-05:00,13.45291837429401,13.587547513691526,13.348207455464507,13.494553565979004,210028000,0.0,0.0,0.0034855182457651,0.019206589849815,0.0727138998747849,0.04546758267431,13.389513328753129,13.2627519191777,13.225164616620228,0.0078449630428544,0.0174776432684474,0.02036942126378,-0.2794329550288874,354771200.0,0.5920097234499305,53.98584466913089,0.0416351916849944,0.2393400582270182,0.0929939477125216,0.1047109188295021,0.1739583084980396,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.0244981206800111,-1,SELL,-1,0.4246931266202434,0.3054683908107892,0.26983848256896775
2021-01-14 00:00:00-05:00,13.537682318469,13.5623640375844,13.144267014275352,13.163962364196776,283120000,0.0,0.0,-0.0244981206800111,-0.0309255544612874,-0.0107727429251022,0.0041456590865391,13.314329673901012,13.247553526103712,13.220631116440712,-0.0112936447712414,-0.0063099319993101,-0.0042863878240627,0.3480107414249529,319099200.0,0.8872476019996289,52.94520460380648,0.3737199542722251,0.4180970233090484,0.0246817191153994,0.0196953499214238,0.8938593997020144,-1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0258136120662892,-1,SELL,-1,0.41619211153476154,0.27631871189620116,0.30748917656903746
2021-01-15 00:00:00-05:00,13.191639804834592,13.288622477957391,12.813183501792167,12.824152946472168,277780000,0.0,0.0,-0.0258136120662892,-0.0463669877900129,-0.0314269287693832,-0.0149751679902908,13.150937431424731,13.182414975391168,13.191262363109708,-0.0248487597676268,-0.0271772683220638,-0.0278297411219859,-0.0188612602430064,316149600.0,0.8786346716870748,48.11859195115647,0.3674868583624242,0.4754389761652238,0.0969826731227989,0.0109694446800006,0.7729422213687331,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128893971852217,1,BUY,1,0.297918413038287,0.3120602889084396,0.39002129805327335
2021-01-19 00:00:00-05:00,12.98047250917677,13.058009006870307,12.808696170001856,12.98944854736328,226188000,0.0,0.0,0.0128893971852217,-0.037430287422708,-0.0437725131206898,-0.0067293812700078,13.09710780340425,13.152727832617645,13.176313191572936,-0.0082200786354516,-0.0124141005069265,-0.0141818611543908,-0.1857297141622866,257718400.0,0.8776556117064207,51.72060978516069,0.0089760381865087,0.2493128368684516,0.0685604595070277,0.1717763391749152,0.036003112792964,1.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261413301083726,1,BUY,1,0.3115734504845521,0.24525245477484262,0.44317409474060554
2021-01-20 00:00:00-05:00,13.075707553077883,13.3935817408933,13.020859385968905,13.329010009765623,258572000,0.0,0.0,0.0261413301083726,0.0125378393680115,-0.0088246749360112,-0.0029095549602262,13.174408538858042,13.179848167563488,13.187624066994616,0.0117349838098296,0.0113174173409093,0.0107211080671354,0.1431729357879285,251137600.0,1.0296028949866527,55.3657465843717,0.2533024566877397,0.3727223549243952,0.0645717311276765,0.0548481671089788,0.6796009236932431,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375399957643129,1,HOLD,0,0.31154350302161976,0.38551742522194876,0.30293907175643175
2021-01-21 00:00:00-05:00,13.381614853404404,13.960768938045424,13.21657009570314,13.829380989074709,337780000,0.0,0.0,0.0375399957643129,0.0783855313328176,0.0248120414994561,0.0993301216755215,13.392732688930264,13.27977629394983,13.235161616778328,0.0326033760462758,0.0413865928882608,0.044897024267772,0.3063286047986635,276688000.0,1.2207974324871336,58.51874707740613,0.4477661356703049,0.7441988423422838,0.1313879489707154,0.1650447577012634,0.6016753993610233,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0111773150238978,-1,BUY,1,0.4018048341838741,0.19427656423200457,0.4039186015841213
2021-01-22 00:00:00-05:00,13.702230199220164,13.803700873779242,13.58979008186386,13.674805641174316,246820000,0.0,0.0,-0.0111773150238978,0.0527626012229869,0.0388061939744621,0.0276154018977714,13.48675700634495,13.340550039676677,13.26772784080766,0.0139432062682598,0.0250556086895606,0.0306818021330376,-0.2692877020545917,269428000.0,0.9160888994462344,57.64441583243263,0.0274245580458476,0.2139107919153815,0.1014706745590778,0.085015559310456,0.1282055842077206,-1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.0043206419271315,0,HOLD,0,0.29906047750338555,0.47652011253764254,0.22441940995897228
2021-01-25 00:00:00-05:00,13.743868485522071,13.790490054496962,13.200117249124844,13.615721702575684,251112000,0.0,0.0,-0.0043206419271315,0.0215103516765309,0.0617248374537884,0.0283580866144432,13.529745238421862,13.382884141661137,13.293505163901589,0.0063546255039352,0.017398160101358,0.0242386439619455,0.0173891905032006,264094400.0,0.9508418201976264,56.2743770497861,0.1281467829463878,0.5903728053721178,0.0466215689748903,0.4156044534508396,0.2170607822384631,-1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0159670869171855,-1,SELL,-1,0.4745138016464683,0.23504245357901568,0.29044374477451573
2021-01-26 00:00:00-05:00,13.54316838330185,13.607241759671473,13.350699078366455,13.39831829071045,163980000,0.0,0.0,-0.0159670869171855,-0.0311700645679514,0.0314770670868984,-0.0136732763658534,13.485936255851392,13.385258626130264,13.301269099220765,-0.0064969879345919,0.0009756751770706,0.0072962354769118,-0.3469846124438497,251652800.0,0.6516120623335008,50.3606602424689,0.1448500925914011,0.2565426813050173,0.0640733763696221,0.047619212343994,0.5646237571641387,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.0385181172817866,-1,SELL,-1,0.4280722191327076,0.3572208873813887,0.21470689348590397
2021-01-27 00:00:00-05:00,13.193631126183904,13.19637396224908,12.758580615611836,12.882240295410156,371272000,0.0,0.0,-0.0385181172817866,-0.0579580702322946,-0.0335185969571736,-0.0420474811707266,13.284704269037649,13.307871190634865,13.270229928568124,-0.0302952903938933,-0.031983394573599,-0.0292375968801192,1.2641297719234053,274192800.0,1.3540545193017468,53.833491790634646,0.3113908307737478,0.4377933466372443,0.0027428360651757,0.1236596797983207,0.7112735567262203,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103152145009093,1,BUY,1,0.27369597514101673,0.3009495169031453,0.42535450795583807
2021-01-28 00:00:00-05:00,12.960524380947978,13.303080260716598,12.924872267137651,13.01512336730957,228316000,0.0,0.0,0.0103152145009093,-0.0441106500548185,-0.0588788191176746,-0.0355276813216052,13.194843968461624,13.262833063969431,13.251333146252676,-0.0136205173461407,-0.0186769821700315,-0.0178253596325818,-0.3850438492533775,252300000.0,0.9049385652001586,45.638574414659146,0.0545989863615918,0.3782079935789468,0.2879568934070278,0.0356521138103271,0.1443623278422192,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0046929271083183,0,HOLD,0,0.178567950196432,0.5783323282465425,0.24309972155702547
