Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,return_1d,return_3d,return_5d,return_10d,ema_5,ema_12,ema_26,ema_5_dist,ema_12_dist,ema_26_dist,vol_change_1d,vol_ma_5,vol_vs_ma5,rsi_14,c_body,c_range,c_upper_wick,c_lower_wick,c_body_to_range,c_direction,pattern_doji,pattern_spinning_top,pattern_hammer,pattern_hanging_man,pattern_inverted_hammer,pattern_shooting_star,pattern_bullish_marubozu,pattern_bearish_marubozu,pattern_bullish_engulfing,pattern_bearish_engulfing,pattern_piercing,pattern_dark_cloud_cover,pattern_bullish_harami,pattern_bearish_harami,pattern_morning_star,pattern_evening_star,pattern_three_white_soldiers,pattern_three_black_crows,pattern_inside_bar,pattern_outside_bar,pattern_struct_double_top,pattern_struct_double_bottom,pattern_struct_head_shoulders,pattern_struct_inverse_head_shoulders,pattern_struct_ascending_triangle,pattern_struct_descending_triangle,pattern_struct_sym_triangle,pattern_struct_rising_wedge,pattern_struct_falling_wedge,pattern_struct_bull_flag,pattern_struct_bear_flag,future_return_1d,signal
2020-12-04 00:00:00-05:00,13.411532721541958,13.522726970662992,13.3519473567453,13.520981788635254,202244000,0.0,0.0,0.01211169382889854,0.012864611634109568,0.022698079817726313,0.009077642407948616,13.409011792088098,13.353850217248063,13.369402066873441,0.008350354096431126,0.012515609256371713,0.011337808602330501,0.013652766639935754,253804800.0,0.7968486017600928,51.45566024450362,0.10944906709329594,0.17077961391769136,0.0017451820277383234,0.0595853647966571,0.6408789935902175,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0035770064658231515,0
2020-12-07 00:00:00-05:00,13.563861706447456,13.693504468227644,13.462890333284715,13.56934642791748,223244000,0.0,0.0,0.0035770064658231515,0.0048925731481177515,0.015615513284275018,0.03996232349737472,13.462456670697893,13.387003480427973,13.384212760284111,0.007939840389773831,0.01362089341024644,0.013832241832162834,0.10383497161844102,241063200.0,0.9260807954096685,52.87169375334839,0.005484721470024212,0.23061413494292893,0.12415804031016364,0.10097137316274107,0.023783110568576116,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.018869182965361553,-1
2020-12-08 00:00:00-05:00,13.547657637897526,13.561369918030191,13.244991722634673,13.31330394744873,271920000,0.0,0.0,-0.018869182965361553,-0.003434009500921431,-0.0026926562660071207,0.01628182666759259,13.412739096281507,13.375665090738858,13.378960255629638,-0.007413485651140707,-0.004662283547552749,-0.004907429794724154,0.21803945458780527,236057600.0,1.1519222427068647,48.13059338414745,0.2343536904487955,0.3163781953955187,0.013712280132665455,0.06831222481405774,0.7407390707056134,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0314043448819632,-1
2020-12-09 00:00:00-05:00,13.263942084587676,13.377129760231073,12.83288014662845,12.895208358764648,401300000,0.0,0.0,-0.0314043448819632,-0.046281656143978056,-0.045031448068876156,-0.0017888889561502586,13.240228850442556,13.301748670435135,13.343126781787786,-0.02605849910716421,-0.030562922345245862,-0.03356922484124994,0.4758017063842306,259645600.0,1.5455682668991888,38.968224878587144,0.3687337258230272,0.5442496136026236,0.11318767564339716,0.06232821213619921,0.6775084751686257,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0032093081250852418,0
2020-12-10 00:00:00-05:00,12.833627308736656,13.03282820102844,12.81418017813656,12.936593055725098,207764000,0.0,0.0,0.0032093081250852418,-0.046631086880541295,-0.03163266435205592,-0.0195443501653908,13.139016918870071,13.245570883556667,13.313013172449809,-0.015406317260635797,-0.023326878890145897,-0.028274599585290116,-0.4822726140044854,261294400.0,0.7951337648261884,39.775152705290395,0.10296574698844196,0.21864802289188034,0.09623514530334276,0.01944713060009562,0.47092009169164856,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003160486313270372,0
2020-12-11 00:00:00-05:00,12.93160494842232,12.98421053285206,12.787751552582478,12.977478981018066,209264000,0.0,0.0,0.003160486313270372,-0.025224765224038825,-0.04019699280077549,-0.018411307534073718,13.085170939586071,13.204325975473806,13.28815878789931,-0.008230076554996168,-0.017179748127779716,-0.02338019975831111,0.0072197300783580776,262698400.0,0.796594117055909,48.19596406997314,0.04587403259574607,0.19645898026958264,0.006731551833993876,0.1438533958398427,0.2335043810814723,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022707516450219734,1
2020-12-14 00:00:00-05:00,13.05202226984306,13.35194530778793,13.041551179283497,13.272165298461914,270156000,0.0,0.0,0.022707516450219734,0.029232326396731345,-0.021900916970042705,-0.006627397745651242,13.147502392544686,13.214762794395053,13.286974084978022,0.009481869802732912,0.004343816454367817,-0.0011145341611563944,0.2909817264316843,272080800.0,0.9929256309155221,53.92158702607424,0.22014302861885326,0.31039412850443426,0.07978000932601681,0.010471090559564189,0.7092370905324916,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003888588773599766,0
2020-12-15 00:00:00-05:00,13.402806834534603,13.426990207111126,13.150502967637742,13.323775291442873,193016000,0.0,0.0,0.003888588773599766,0.02992922742873394,0.0007865323315290329,-0.0019082417956889364,13.20626002551075,13.231533947787025,13.289700100271714,0.008898451621058293,0.006971326530985897,0.002564030107079832,-0.2855387257732569,256300000.0,0.7530862270776434,59.81802731979669,0.07903154309173033,0.2764872394733846,0.024183372576523254,0.17327232380513102,0.28584155725327104,-1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.008832158005112278,-1
2020-12-16 00:00:00-05:00,13.38560214878319,13.400312081400758,13.176179385977136,13.206097602844238,223116000,0.0,0.0,-0.008832158005112278,0.017616566527333122,0.02410889653196513,-0.02200821005908804,13.206205884621912,13.227620663949672,13.283507322684493,-8.199310128897004e-06,-0.0016271302037026477,-0.005827506091562153,0.15594562108840715,220663200.0,1.0111155824804499,50.30495332723701,0.17950454593895238,0.2241326954236218,0.014709932617567034,0.029918216867102387,0.8008851435069746,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.007457250525127135,1
2020-12-17 00:00:00-05:00,13.330008033914774,13.342723611361109,13.14227589521306,13.30457878112793,231384000,0.0,0.0,0.007457250525127135,0.0024422151123879576,0.02844533516805492,-0.00408713092375379,13.238996850123918,13.23946037428479,13.28506817145808,0.004953693376201513,0.004918509138757726,0.0014686119346956903,0.03705695691927069,225387200.0,1.0266066573434516,52.11493920127746,0.025429252786844714,0.20044771614804802,0.012715577446334336,0.16230288591486897,0.1268622724943546,-1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0051907186810390415,-1
